Ic (@Vce=1.5V) = {0.170mA, 0.3653mA, 0.7346mA, 1.391mA, 2.528mA, 
4.373mA, 7.044mA, 10.49mA, 14.56mA, 19.11mA, 23.72mA, 27.26mA,
30.26mA, 33.18mA}

H21 vs. freq
Point prm/cv                      freq                  H21_dB.m
 1231   9/13  1.00000000000000000E+010  2.87143119271590490E+000
 1232  10/13  1.10000000000000000E+010  2.11489382137248550E+000
 1233  11/13  1.20000000000000000E+010  1.45117832702922290E+000
 1234  12/13  1.30000000000000000E+010  8.37936181376704000E-001
 1235  13/13  1.40000000000000000E+010  2.69988582338767320E-001
 1236  14/13  1.50000000000000000E+010 -2.38782559509868430E-001
 1237  15/13  1.60000000000000000E+010 -6.69863240448508200E-001
 1238  16/13  1.70000000000000000E+010 -1.15094298267400010E+000
 1239  17/13  1.80000000000000000E+010 -1.54048645685159100E+000
 1240  18/13  1.90000000000000000E+010 -1.93190182165920230E+000
 1241  19/13  2.00000000000000000E+010 -2.31411431770184790E+000
 1242  20/13  2.10000000000000000E+010 -2.59858215650688430E+000
 1243  21/13  2.20000000000000000E+010 -2.91654251096219410E+000
 1244  22/13  2.30000000000000000E+010 -3.23724916712270790E+000
 1245  23/13  2.40000000000000000E+010 -3.53535285453673340E+000
 1246  24/13  2.50000000000000000E+010 -3.73009712705371130E+000
 1247  25/13  2.60000000000000000E+010 -3.97871067222010840E+000
 1248  26/13  2.70000000000000000E+010 -4.19585836712546900E+000
 1249  27/13  2.80000000000000000E+010 -4.42583391341455460E+000
 1250  28/13  2.90000000000000000E+010 -4.63032847085937950E+000
 1251  29/13  3.00000000000000000E+010 -4.85902321551248480E+000
 1252  30/13  3.10000000000000000E+010 -5.15180190736738730E+000
 1253  31/13  3.20000000000000000E+010 -5.13097324556340250E+000
 1254  32/13  3.30000000000000000E+010 -5.40299769702715690E+000
 1255  33/13  3.40000000000000000E+010 -5.25895535995319020E+000
 1256  34/13  3.50000000000000000E+010 -5.85309125993590310E+000
 1257  35/13  3.60000000000000000E+010 -5.51801003826150800E+000
 1258  36/13  3.70000000000000000E+010 -6.24795546017188210E+000
 1259  37/13  3.80000000000000000E+010 -6.05242915618536690E+000
 1260  38/13  3.90000000000000000E+010 -6.40613295484101640E+000
 1261  39/13  4.00000000000000000E+010 -6.63224871470093460E+000
 1262  40/13  4.10000000000000000E+010 -6.72398800395229300E+000
 1263  41/13  4.20000000000000000E+010 -6.31461480395492550E+000
 1264  42/13  4.30000000000000000E+010 -6.59780234987519610E+000
 1265  43/13  4.40000000000000000E+010 -7.23571001762973150E+000
 1266  44/13  4.50000000000000000E+010 -7.09202470733158740E+000
 1267  45/13  4.60000000000000000E+010 -8.65301067724168680E+000
 1268  46/13  4.70000000000000000E+010 -1.16784543176142910E+001
 1269  47/13  4.80000000000000000E+010 -1.72989916262454530E+001
 1270  48/13  4.90000000000000000E+010 -9.65907615588449000E+000
 1271  49/13  5.00000000000000000E+010 -7.96844077581514210E+000
 1272  50/13  5.10000000000000000E+010 -8.09585751705581200E+000
 1273  51/13  5.20000000000000000E+010 -1.07889696320049250E+001
 1274  52/13  5.30000000000000000E+010 -9.18397181495456750E+000
 1275  53/13  5.40000000000000000E+010 -8.32143412696196450E+000
 1276  54/13  5.50000000000000000E+010 -7.67158052587706060E+000
 1277  55/13  5.60000000000000000E+010 -9.68859907161433580E+000
 1278  56/13  5.70000000000000000E+010 -7.78393227792987830E+000
 1279  57/13  5.80000000000000000E+010 -7.99441497166558610E+000
 1280  58/13  5.90000000000000000E+010 -7.86962011397453680E+000
 1281  59/13  6.00000000000000000E+010 -8.14088631041702370E+000
 1282  60/13  6.10000000000000000E+010 -7.91576816908949610E+000
 1283  61/13  6.20000000000000000E+010 -7.75386494273278440E+000
 1284  62/13  6.30000000000000000E+010 -8.04892783576950600E+000
 1285  63/13  6.40000000000000000E+010 -8.19508875769320790E+000
 1286  64/13  6.50000000000000000E+010 -7.89539122009078920E+000
 1287  65/13  6.60000000000000000E+010 -7.98133621590891270E+000
 1288  66/13  6.70000000000000000E+010 -8.36591566030214300E+000
 1289  67/13  6.80000000000000000E+010 -7.75559613401367280E+000
 1290  68/13  6.90000000000000000E+010 -8.32909113928111640E+000
 1291  69/13  7.00000000000000000E+010 -7.69252187343703930E+000
 1292  70/13  7.10000000000000000E+010 -7.76372440570563960E+000
 1293  71/13  7.20000000000000000E+010 -7.92010451928822600E+000
 1294  72/13  7.30000000000000000E+010 -7.98868095434831460E+000
 1295  73/13  7.40000000000000000E+010 -8.08017177313594280E+000
 1296  74/13  7.50000000000000000E+010 -7.82358664824957550E+000
 1297  75/13  7.60000000000000000E+010 -7.88904982383649230E+000
 1298  76/13  7.70000000000000000E+010 -7.89186220743583890E+000
 1299  77/13  7.80000000000000000E+010 -8.24640400844181440E+000
 1300  78/13  7.90000000000000000E+010 -7.64464457735411960E+000
 1301  79/13  8.00000000000000000E+010 -7.61700699592122630E+000
 1302  80/13  8.10000000000000000E+010 -8.67827732098577090E+000
 1303  81/13  8.20000000000000000E+010 -8.56017869479838820E+000
 1304  82/13  8.30000000000000000E+010 -7.77460389251191230E+000
 1305  83/13  8.40000000000000000E+010 -7.83774364787861800E+000
 1306  84/13  8.50000000000000000E+010 -8.65931424685958010E+000
 1307  85/13  8.60000000000000000E+010 -7.81473148560485950E+000
 1308  86/13  8.70000000000000000E+010 -8.46617846255325720E+000
 1309  87/13  8.80000000000000000E+010 -8.35981622597198100E+000
 1310  88/13  8.90000000000000000E+010 -8.49961012448459390E+000
 1311  89/13  9.00000000000000000E+010 -8.64650916063849450E+000
 1312  90/13  9.10000000000000000E+010 -7.68957530147335970E+000
 1313  91/13  9.20000000000000000E+010 -8.55089634927927020E+000
 1314  92/13  9.30000000000000000E+010 -8.85042011515219150E+000
 1315  93/13  9.40000000000000000E+010 -8.57739209597777650E+000
